Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,Total_Goals,Assits,G+A,Goal_without_Penalties,Penalty_Goals,Total_Penalties_Atemptted,Weekly Wages,Annual Wages
1154,Flavius Daniliuc,at AUT,DF,Hellas Verona,23,2001,18,9,1004,0,0,0,0,0,0,"EUR 12,308 (PS 10,389, $12,687)","EUR 640,000 (PS 540,209, $659,731)"
1155,Florian Thauvin,fr FRA,"FW,MF",Udinese,31,1993,25,24,1956,8,3,11,7,1,3,"EUR 44,423 (PS 37,496, $45,793)","EUR 2,310,000 (PS 1,949,816, $2,381,218)"
1156,Florinel Coman,ro ROU,"FW,MF",Cagliari,26,1998,9,2,263,1,0,1,1,0,0,"EUR 38,462 (PS 32,458, $43,572)","EUR 2,000,000 (PS 1,687,832, $2,265,755)"
1157,Francesco Acerbi,it ITA,DF,Inter,36,1988,23,20,1710,0,1,1,0,0,0,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1158,Francesco Zampano,it ITA,DF,Venezia,30,1993,24,17,1639,1,2,3,1,0,0,"EUR 7,885 (PS 6,655, $8,128)","EUR 410,000 (PS 346,071, $422,640)"
1159,Francisco Conceicao,pt POR,"FW,MF",Juventus,21,2002,26,12,1340,3,3,6,3,0,0,"EUR 89,038 (PS 75,155, $91,784)","EUR 4,630,000 (PS 3,908,073, $4,772,743)"
1160,Franco Carboni,it ITA,DF,Venezia,21,2003,8,3,226,0,0,0,0,0,0,"EUR 5,385 (PS 4,545, $5,551)","EUR 280,000 (PS 236,341, $288,632)"
1161,Frederic Guilbert,fr FRA,DF,Lecce,29,1994,31,31,2435,0,1,1,0,0,0,"EUR 25,000 (PS 21,102, $25,771)","EUR 1,300,000 (PS 1,097,299, $1,340,079)"
1162,Gabriel Charpentier,cg CGO,FW,Parma,25,1999,10,0,271,1,2,3,1,0,0,"EUR 11,346 (PS 9,577, $11,696)","EUR 590,000 (PS 498,005, $608,190)"
1163,Gabriel Strefezza,br BRA,"FW,MF",Como,27,1997,37,32,2619,6,4,10,6,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1164,Gabriele Zappa,it ITA,DF,Cagliari,24,1999,37,35,3060,2,0,2,2,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1165,Gaby Jean,fr FRA,DF,Lecce,24,2000,19,16,1388,0,0,0,0,0,0,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
1166,Gaetano Oristanio,it ITA,"FW,MF",Venezia,21,2002,37,29,2315,3,3,6,3,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1167,Gaston Pereiro,uy URU,MF,Genoa,29,1995,2,0,31,0,0,0,0,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1168,Giacomo Raspadori,it ITA,"FW,MF",Napoli,24,2000,26,11,1103,6,1,7,6,0,0,"EUR 89,038 (PS 75,155, $91,784)","EUR 4,630,000 (PS 3,908,073, $4,772,743)"
1169,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,1995,17,11,1065,1,0,1,1,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1170,Gianluca Busio,us USA,MF,Venezia,22,2002,33,28,2518,2,0,2,2,0,0,"EUR 49,231 (PS 41,555, $50,749)","EUR 2,560,000 (PS 2,160,835, $2,638,925)"
1171,Gianluca Caprari,it ITA,"MF,FW",Monza,31,1993,34,18,1651,3,2,5,1,2,2,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
1172,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,24,2000,28,8,1009,2,4,6,2,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1173,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,34,1990,12,1,310,0,0,0,0,0,0,"EUR 39,231 (PS 33,114, $40,440)","EUR 2,040,000 (PS 1,721,916, $2,102,893)"
1174,Gianluca Mancini,it ITA,DF,Roma,28,1996,37,36,3143,2,0,2,2,0,0,"EUR 124,615 (PS 105,185, $128,457)","EUR 6,480,000 (PS 5,469,615, $6,679,779)"
1175,Gianluca Scamacca,it ITA,FW,Atalanta,25,1999,1,0,6,0,0,0,0,0,0,"EUR 114,038 (PS 96,257, $117,554)","EUR 5,930,000 (PS 5,005,373, $6,112,822)"
1176,Giorgio Altare,it ITA,DF,Venezia,25,1998,12,8,753,0,0,0,0,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1177,Giorgio Scalvini,it ITA,DF,Atalanta,20,2003,6,4,272,0,0,0,0,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1178,Giorgos Kyriakopoulos,gr GRE,DF,Monza,28,1996,34,33,2845,2,4,6,2,0,0,"EUR 9,808 (PS 8,278, $10,110)","EUR 510,000 (PS 430,479, $525,723)"
1179,Giovanni Di Lorenzo,it ITA,DF,Napoli,30,1993,37,37,3330,3,2,5,3,0,0,"EUR 106,923 (PS 90,251, $110,220)","EUR 5,560,000 (PS 4,693,064, $5,731,415)"
1180,Giovanni Fabbian,it ITA,MF,Bologna,21,2003,30,9,1023,3,1,4,3,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1181,Giovanni Leoni,it ITA,DF,Parma,17,2006,17,14,1199,1,0,1,1,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1182,Giovanni Simeone,ar ARG,FW,Napoli,29,1995,30,1,419,1,1,2,1,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
1183,Giuseppe Ciocci,it ITA,GK,Cagliari,22,2002,1,0,9,0,0,0,0,0,0,"EUR 1,346 (PS 1,136, $1,388)","EUR 70,000 (PS 59,085, $72,158)"
1184,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,26,1997,35,34,2878,0,3,3,0,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1185,Gleison Bremer,br BRA,DF,Juventus,27,1997,6,6,540,0,0,0,0,0,0,"EUR 178,077 (PS 150,311, $183,567)","EUR 9,260,000 (PS 7,816,147, $9,545,487)"
1186,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,26,1998,27,8,872,1,1,2,1,0,0,"EUR 3,654 (PS 3,084, $3,767)","EUR 190,000 (PS 160,375, $195,858)"
1187,Guillermo Maripan,cl CHI,DF,Torino,30,1994,28,27,2340,1,1,2,1,0,0,"EUR 60,577 (PS 51,132, $62,445)","EUR 3,150,000 (PS 2,658,840, $3,247,115)"
1188,Gustav Isaksen,dk DEN,FW,Lazio,23,2001,37,29,2210,4,2,6,4,0,0,"EUR 36,923 (PS 31,166, $38,061)","EUR 1,920,000 (PS 1,620,627, $1,979,194)"
1189,Gvidas Gineitis,lt LTU,MF,Torino,20,2004,30,15,1430,3,1,4,3,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1190,Hakan Calhanoglu,tr TUR,MF,Inter,30,1994,29,26,1947,5,6,11,2,3,4,"EUR 213,654 (PS 180,340, $220,241)","EUR 11,110,000 (PS 9,377,688, $11,452,522)"
1191,Hamza Rafia,tn TUN,MF,Lecce,25,1999,18,14,1058,0,0,0,0,0,0,"EUR 7,885 (PS 6,655, $8,128)","EUR 410,000 (PS 346,071, $422,640)"
1192,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24,2000,35,33,2861,4,2,6,4,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1193,Hassane Kamara,ci CIV,DF,Udinese,30,1994,30,25,2001,1,4,5,1,0,0,"EUR 22,115 (PS 18,667, $22,797)","EUR 1,150,000 (PS 970,688, $1,185,455)"
1194,Henrikh Mkhitaryan,am ARM,MF,Inter,35,1989,32,30,2396,1,4,5,1,0,0,"EUR 93,654 (PS 79,051, $96,541)","EUR 4,870,000 (PS 4,110,652, $5,020,143)"
1195,Hernani,br BRA,MF,Parma,30,1994,25,15,1327,3,3,6,0,3,3,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1196,Honest Ahanor,it ITA,"DF,MF",Genoa,16,2008,6,3,270,0,0,0,0,0,0,"EUR 3,654 (PS 3,084, $4,139)","EUR 190,000 (PS 160,344, $215,247)"
1197,Ibrahim Sulemana,gh GHA,MF,Atalanta,21,2003,9,3,283,2,0,2,2,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1198,Ignace Van Der Brempt,be BEL,DF,Como,22,2002,20,14,1257,0,1,1,0,0,0,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
1199,Iker Bravo,es ESP,"FW,MF",Udinese,19,2005,29,4,682,2,1,3,2,0,0,"EUR 5,385 (PS 4,545, $5,551)","EUR 280,000 (PS 236,341, $288,632)"
1200,Ionut Radu,ro ROU,GK,Venezia,27,1997,15,15,1350,0,0,0,0,0,0,"EUR 35,577 (PS 30,024, $40,304)","EUR 1,850,000 (PS 1,561,244, $2,095,824)"
1201,Isak Hien,se SWE,DF,Atalanta,25,1999,30,27,2327,0,0,0,0,0,0,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
1202,Ismael Bennacer,dz ALG,MF,Milan,26,1997,6,4,300,0,0,0,0,0,0,"EUR 135,385 (PS 114,275, $139,559)","EUR 7,040,000 (PS 5,942,297, $7,257,044)"
1203,Issa Doumbia,it ITA,MF,Venezia,20,2003,24,10,939,0,0,0,0,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1204,Ivan Ilic,rs SRB,MF,Torino,23,2001,19,9,920,1,0,1,1,0,0,"EUR 29,615 (PS 24,998, $30,528)","EUR 1,540,000 (PS 1,299,878, $1,587,478)"
1205,Ivan Provedel,it ITA,GK,Lazio,30,1994,29,29,2610,0,0,0,0,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1206,Ivan Smolcic,hr CRO,DF,Como,23,2000,9,7,630,0,0,0,0,0,0,"EUR 10,769 (PS 9,088, $12,200)","EUR 560,000 (PS 472,593, $634,411)"
1207,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,22,2001,36,36,3167,2,3,5,2,0,0,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
1208,Jacob Ondrejka,se SWE,"MF,FW",Parma,21,2002,12,3,422,5,0,5,5,0,0,"EUR 17,885 (PS 15,093, $20,261)","EUR 930,000 (PS 784,842, $1,053,576)"
1209,Jacopo Fazzini,it ITA,MF,Empoli,21,2003,20,16,1383,4,1,5,4,0,0,"EUR 2,885 (PS 2,435, $2,974)","EUR 150,000 (PS 126,611, $154,625)"
1210,Jacopo Seghetti,it ITA,GK,Empoli,19,2005,1,1,90,0,0,0,0,0,0,"EUR 2,115 (PS 1,786, $2,181)","EUR 110,000 (PS 92,848, $113,391)"
1211,Jaka Bijol,si SVN,DF,Udinese,25,1999,34,34,2963,1,0,1,1,0,0,"EUR 19,808 (PS 16,719, $20,418)","EUR 1,030,000 (PS 869,399, $1,061,755)"
1212,James Abankwah,ie IRL,"DF,MF",Udinese,20,2004,6,0,88,0,0,0,0,0,0,"EUR 2,308 (PS 1,948, $2,379)","EUR 120,000 (PS 101,289, $123,700)"
1213,Jay Idzes,id IDN,DF,Venezia,24,2000,35,35,3127,1,0,1,1,0,0,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
1214,Jean Butez,fr FRA,GK,Como,29,1995,19,18,1666,0,0,0,0,0,0,"EUR 17,885 (PS 15,093, $20,261)","EUR 930,000 (PS 784,842, $1,053,576)"
1215,Jean Onana,cm CMR,MF,Genoa,24,2000,9,2,304,0,0,0,0,0,0,"EUR 26,731 (PS 22,559, $30,283)","EUR 1,390,000 (PS 1,173,043, $1,574,700)"
1216,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,31,1992,14,12,966,0,0,0,0,0,0,"EUR 32,115 (PS 27,103, $36,383)","EUR 1,670,000 (PS 1,409,339, $1,891,906)"
1217,Jeff Ekhator,it ITA,"FW,MF",Genoa,17,2006,24,6,769,1,1,2,1,0,0,"EUR 5,962 (PS 5,031, $6,754)","EUR 310,000 (PS 261,614, $351,192)"
1218,Jens Odgaard,dk DEN,"MF,FW",Bologna,25,1999,29,24,1952,6,1,7,6,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1219,Jesper Karlstrom,se SWE,MF,Udinese,29,1995,37,36,3186,0,3,3,0,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1220,Jesse Joronen,fi FIN,GK,Venezia,31,1993,8,7,703,0,0,0,0,0,0,"EUR 26,731 (PS 22,563, $27,555)","EUR 1,390,000 (PS 1,173,266, $1,432,854)"
1221,Jhon Lucumi,co COL,DF,Bologna,26,1998,32,29,2614,0,1,1,0,0,0,"EUR 18,462 (PS 15,583, $19,031)","EUR 960,000 (PS 810,313, $989,597)"
1222,Joaquin Correa,ar ARG,"FW,MF",Inter,29,1994,19,6,731,2,2,4,2,0,0,"EUR 124,615 (PS 105,185, $128,457)","EUR 6,480,000 (PS 5,469,615, $6,679,779)"
1223,Joel Pohjanpalo,fi FIN,FW,Venezia,29,1994,20,19,1603,6,0,6,3,3,4,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
1224,Johan Vasquez,mx MEX,DF,Genoa,25,1998,36,34,3041,3,0,3,3,0,0,"EUR 19,808 (PS 16,719, $20,418)","EUR 1,030,000 (PS 869,399, $1,061,755)"
1225,John Yeboah,ec ECU,"FW,MF",Venezia,24,2000,33,11,1226,1,1,2,1,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1226,Jonas Rouhi,se SWE,DF,Juventus,20,2004,5,1,210,0,0,0,0,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1227,Jordan Zemura,zw ZIM,DF,Udinese,24,1999,23,13,1415,1,2,3,1,0,0,"EUR 9,808 (PS 8,278, $10,110)","EUR 510,000 (PS 430,479, $525,723)"
1228,Josep Martinez,es ESP,GK,Inter,26,1998,5,5,450,0,0,0,0,0,0,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1229,Jose Luis Palomino,ar ARG,DF,Cagliari,34,1990,18,10,1081,1,0,1,1,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1231,Joel Schingtienne,be BEL,DF,Venezia,21,2002,16,12,1122,0,0,0,0,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1232,Juan Cuadrado,co COL,"DF,MF",Atalanta,36,1988,23,7,832,0,2,2,0,0,0,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1233,Juan David Cabal,co COL,DF,Juventus,23,2001,7,6,460,0,0,0,0,0,0,"EUR 42,692 (PS 36,036, $44,009)","EUR 2,220,000 (PS 1,873,849, $2,288,443)"
1234,Juan Jesus,br BRA,DF,Napoli,33,1991,15,12,1074,0,1,1,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1235,Juan Miranda,es ESP,DF,Bologna,24,2000,31,25,2277,0,6,6,0,0,0,"EUR 42,692 (PS 36,036, $44,009)","EUR 2,220,000 (PS 1,873,849, $2,288,443)"
1236,Junior Ajayi,ci CIV,FW,Hellas Verona,19,2004,2,0,13,0,0,0,0,0,0,"EUR 3,654 (PS 3,084, $3,767)","EUR 190,000 (PS 160,375, $195,858)"
1237,Junior Messias,br BRA,"MF,FW",Genoa,33,1991,17,8,847,1,1,2,1,0,1,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1238,Junior Sambia,fr FRA,"DF,FW",Empoli,27,1996,17,2,387,0,0,0,0,0,0,"EUR 36,923 (PS 31,166, $38,061)","EUR 1,920,000 (PS 1,620,627, $1,979,194)"
1239,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24,2000,34,20,1892,3,2,5,3,0,0,"EUR 25,000 (PS 21,102, $25,771)","EUR 1,300,000 (PS 1,097,299, $1,340,079)"
1240,Karol Linetty,pl POL,MF,Torino,29,1995,28,18,1540,1,0,1,1,0,0,"EUR 49,808 (PS 42,042, $51,343)","EUR 2,590,000 (PS 2,186,158, $2,669,850)"
1241,Keinan Davis,eng ENG,FW,Udinese,26,1998,23,10,1066,2,1,3,2,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1242,Keita Balde,sn SEN,FW,Monza,29,1995,11,8,638,2,0,2,2,0,0,"EUR 10,769 (PS 9,088, $12,200)","EUR 560,000 (PS 472,593, $634,411)"
1243,Kenan Yildiz,tr TUR,"FW,MF",Juventus,19,2005,35,28,2402,7,4,11,7,0,0,"EUR 56,923 (PS 48,047, $58,678)","EUR 2,960,000 (PS 2,498,466, $3,051,257)"
1244,Kevin Bonifazi,it ITA,DF,Lecce,28,1996,3,0,65,0,0,0,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1245,Kevin Martins,it ITA,"MF,DF",Monza,19,2005,9,1,183,0,1,1,0,0,0,"EUR 2,500 (PS 2,110, $2,832)","EUR 130,000 (PS 109,709, $147,274)"
1246,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,23,2001,17,15,1178,5,3,8,4,1,1,"EUR 39,423 (PS 33,276, $40,639)","EUR 2,050,000 (PS 1,730,356, $2,113,202)"
1247,Khephren Thuram,fr FRA,MF,Juventus,23,2001,35,26,2326,4,5,9,4,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1249,Kingsley Ehizibue,nl NED,DF,Udinese,29,1995,33,30,2498,0,1,1,0,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1250,Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,21,2003,6,0,127,0,0,0,0,0,0,"EUR 4,615 (PS 3,896, $4,758)","EUR 240,000 (PS 202,578, $247,399)"
1251,Koni De Winter,be BEL,DF,Genoa,22,2002,25,23,2135,3,0,3,3,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1252,Kristjan Asllani,al ALB,MF,Inter,22,2002,22,10,988,2,2,4,0,2,2,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1254,Lameck Banda,zm ZAM,"FW,MF",Lecce,23,2001,15,6,610,0,1,1,0,0,0,"EUR 12,308 (PS 10,389, $12,687)","EUR 640,000 (PS 540,209, $659,731)"
1255,Lassana Coulibaly,ml MLI,MF,Lecce,28,1996,38,30,2667,1,0,1,1,0,0,"EUR 14,808 (PS 12,499, $15,264)","EUR 770,000 (PS 649,939, $793,739)"
1256,Lautaro Gianetti,ar ARG,DF,Udinese,30,1993,15,11,878,1,0,1,1,0,0,"EUR 26,731 (PS 22,563, $27,555)","EUR 1,390,000 (PS 1,173,266, $1,432,854)"
1257,Lautaro Martinez,ar ARG,FW,Inter,26,1997,31,31,2564,12,3,15,12,0,0,"EUR 320,577 (PS 270,591, $330,460)","EUR 16,670,000 (PS 14,070,752, $17,183,938)"
1258,Lautaro Valenti,ar ARG,DF,Parma,25,1999,20,18,1556,1,0,1,1,0,0,"EUR 14,808 (PS 12,499, $15,264)","EUR 770,000 (PS 649,939, $793,739)"
1259,Lazar Samardzic,rs SRB,MF,Atalanta,22,2002,31,7,1169,2,1,3,2,0,0,"EUR 36,923 (PS 31,166, $38,061)","EUR 1,920,000 (PS 1,620,627, $1,979,194)"
1260,Leandro Chichizola,ar ARG,GK,Parma,34,1990,1,1,90,0,0,0,0,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1261,Leandro Paredes,ar ARG,MF,Roma,30,1994,22,15,1373,3,1,4,1,2,2,"EUR 110,962 (PS 93,660, $114,383)","EUR 5,770,000 (PS 4,870,320, $5,947,890)"
1262,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,35,1988,26,1,445,2,0,2,2,0,0,"EUR 25,000 (PS 21,102, $25,771)","EUR 1,300,000 (PS 1,097,299, $1,340,079)"
1263,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,31,1993,27,17,1517,1,1,2,1,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
1264,Lewis Ferguson,sct SCO,MF,Bologna,24,1999,16,10,983,1,1,2,0,1,1,"EUR 24,615 (PS 20,777, $25,374)","EUR 1,280,000 (PS 1,080,418, $1,319,463)"
1265,Liam Henderson,sct SCO,MF,Empoli,28,1996,36,27,2337,0,4,4,0,0,0,"EUR 28,462 (PS 24,024, $29,339)","EUR 1,480,000 (PS 1,249,233, $1,525,629)"
1266,Liberato Cacace,nz NZL,"MF,DF",Empoli,23,2000,33,24,2230,2,4,6,2,0,0,"EUR 6,154 (PS 5,194, $6,344)","EUR 320,000 (PS 270,104, $329,866)"
1268,Lorenzo Colombo,it ITA,"FW,MF",Empoli,22,2002,37,26,2233,6,2,8,5,1,1,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1269,Lorenzo De Silvestri,it ITA,DF,Bologna,36,1988,18,13,1060,1,0,1,1,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1270,Lorenzo Lucca,it ITA,FW,Udinese,23,2000,33,27,2353,12,1,13,11,1,1,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
1271,Lorenzo Montipo,it ITA,GK,Hellas Verona,28,1996,36,36,3240,0,0,0,0,0,0,"EUR 9,615 (PS 8,116, $9,912)","EUR 500,000 (PS 422,038, $515,415)"
1272,Lorenzo Pellegrini,it ITA,MF,Roma,28,1996,25,20,1626,2,1,3,1,1,1,"EUR 124,615 (PS 105,185, $128,457)","EUR 6,480,000 (PS 5,469,615, $6,679,779)"
1273,Loum Tchaouna,fr FRA,"FW,MF",Lazio,20,2003,24,6,660,1,0,1,1,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1274,Luca Caldirola,it ITA,DF,Monza,33,1991,14,10,876,0,0,0,0,0,0,"EUR 24,231 (PS 20,453, $24,978)","EUR 1,260,000 (PS 1,063,536, $1,298,846)"
1275,Luca Marianucci,it ITA,DF,Empoli,20,2004,18,12,1069,0,0,0,0,0,0,"EUR 2,500 (PS 2,110, $2,577)","EUR 130,000 (PS 109,730, $134,008)"
1276,Luca Mazzitelli,it ITA,MF,Como,28,1995,11,3,335,1,1,2,1,0,0,"EUR 49,808 (PS 42,042, $51,343)","EUR 2,590,000 (PS 2,186,158, $2,669,850)"
1277,Luca Pellegrini,it ITA,DF,Lazio,25,1999,22,10,1067,0,4,4,0,0,0,"EUR 46,346 (PS 39,120, $47,775)","EUR 2,410,000 (PS 2,034,224, $2,484,301)"
1278,Luca Ranieri,it ITA,DF,Fiorentina,25,1999,36,35,3071,1,3,4,1,0,0,"EUR 42,692 (PS 36,036, $44,009)","EUR 2,220,000 (PS 1,873,849, $2,288,443)"
1279,Lucas Beltran,ar ARG,"FW,MF",Fiorentina,23,2001,33,21,1953,5,4,9,3,2,3,"EUR 44,423 (PS 37,496, $45,793)","EUR 2,310,000 (PS 1,949,816, $2,381,218)"
1280,Lucas Da Cunha,fr FRA,MF,Como,23,2001,36,30,2613,3,2,5,3,0,0,"EUR 3,654 (PS 3,084, $3,767)","EUR 190,000 (PS 160,375, $195,858)"
1281,Lucas Gourna-Douath,fr FRA,MF,Roma,20,2003,6,2,229,0,0,0,0,0,0,"EUR 6,154 (PS 5,193, $6,972)","EUR 320,000 (PS 270,053, $362,521)"
1282,Lucas Martinez Quarta,ar ARG,DF,Fiorentina,28,1996,8,4,351,1,0,1,1,0,0,"EUR 36,923 (PS 31,166, $38,061)","EUR 1,920,000 (PS 1,620,627, $1,979,194)"
1283,Luka Jovic,rs SRB,"FW,MF",Milan,26,1997,15,6,557,2,0,2,2,0,0,"EUR 61,731 (PS 52,105, $63,634)","EUR 3,210,000 (PS 2,709,485, $3,308,965)"
1284,Maduka Okoye,ng NGA,GK,Udinese,24,1999,25,25,2250,0,0,0,0,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1285,Magnus Kofod Andersen,dk DEN,MF,Venezia,25,1999,14,7,695,1,1,2,1,0,0,"EUR 4,231 (PS 3,571, $4,361)","EUR 220,000 (PS 185,697, $226,783)"
1286,Malick Thiaw,de GER,DF,Milan,22,2001,22,19,1806,0,0,0,0,0,0,"EUR 19,808 (PS 16,719, $20,418)","EUR 1,030,000 (PS 869,399, $1,061,755)"
1287,Mandela Keita,be BEL,MF,Parma,22,2002,30,24,1826,0,2,2,0,0,0,"EUR 26,731 (PS 22,563, $27,555)","EUR 1,390,000 (PS 1,173,266, $1,432,854)"
1288,Manu Kone,fr FRA,MF,Roma,23,2001,34,31,2572,2,1,3,2,0,0,"EUR 99,808 (PS 84,245, $102,885)","EUR 5,190,000 (PS 4,380,756, $5,350,008)"
1289,Manuel Lazzari,it ITA,DF,Lazio,30,1993,25,16,1406,0,1,1,0,0,0,"EUR 60,577 (PS 51,132, $62,445)","EUR 3,150,000 (PS 2,658,840, $3,247,115)"
1290,Manuel Locatelli,it ITA,MF,Juventus,26,1998,36,34,2822,2,2,4,1,1,1,"EUR 117,500 (PS 99,179, $121,123)","EUR 6,110,000 (PS 5,157,306, $6,298,372)"
1291,Marc-Oliver Kempf,de GER,DF,Como,29,1995,31,30,2615,0,0,0,0,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1292,Marco Brescianini,it ITA,MF,Atalanta,24,2000,29,9,991,4,2,6,4,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1293,Marco Carnesecchi,it ITA,GK,Atalanta,24,2000,34,34,3060,0,0,0,0,0,0,"EUR 3,654 (PS 3,084, $3,767)","EUR 190,000 (PS 160,375, $195,858)"
1294,Marco Palestra,it ITA,DF,Atalanta,19,2005,9,2,222,0,0,0,0,0,0,"EUR 4,231 (PS 3,570, $4,793)","EUR 220,000 (PS 185,661, $249,233)"
1295,Marco Silvestri,it ITA,GK,Empoli,33,1991,5,5,450,0,0,0,0,0,0,"EUR 25,000 (PS 21,098, $28,322)","EUR 1,300,000 (PS 1,097,091, $1,472,741)"
