Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,Total_Goals,Assits,G+A,Goal_without_Penalties,Penalty_Goals,Total_Penalties_Atemptted,Weekly Wages,Annual Wages
1296,Marco Sportiello,it ITA,GK,Milan,32,1992,2,1,126,0,0,0,0,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1297,Marcus Pedersen,no NOR,DF,Torino,24,2000,29,15,1362,0,0,0,0,0,0,"EUR 25,000 (PS 21,102, $25,771)","EUR 1,300,000 (PS 1,097,299, $1,340,079)"
1298,Marcus Thuram,fr FRA,FW,Inter,26,1997,32,27,2290,14,4,18,14,0,0,"EUR 147,885 (PS 124,826, $152,444)","EUR 7,690,000 (PS 6,490,947, $7,927,083)"
1299,Marin Pongracic,hr CRO,DF,Fiorentina,26,1997,20,14,1367,0,0,0,0,0,0,"EUR 51,731 (PS 43,665, $53,326)","EUR 2,690,000 (PS 2,270,565, $2,772,933)"
1300,Marin Sverko,hr CRO,DF,Venezia,26,1998,16,12,1117,1,0,1,1,0,0,"EUR 11,154 (PS 9,415, $11,498)","EUR 580,000 (PS 489,564, $597,881)"
1301,Mario Balotelli,it ITA,"FW,MF",Genoa,33,1990,6,0,62,0,0,0,0,0,0,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
1302,Mario Gila,es ESP,DF,Lazio,23,2000,32,31,2741,1,0,1,1,0,0,"EUR 24,615 (PS 20,777, $25,374)","EUR 1,280,000 (PS 1,080,418, $1,319,463)"
1303,Mario Hermoso,es ESP,DF,Roma,29,1995,8,2,251,0,0,0,0,0,0,"EUR 124,615 (PS 105,185, $128,457)","EUR 6,480,000 (PS 5,469,615, $6,679,779)"
1304,Mario Pasalic,hr CRO,MF,Atalanta,29,1995,34,23,1967,3,4,7,3,0,1,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1305,Marko Arnautovic,at AUT,FW,Inter,35,1989,18,5,549,4,2,6,4,0,0,"EUR 86,346 (PS 72,883, $89,008)","EUR 4,490,000 (PS 3,789,903, $4,628,427)"
1306,Marten de Roon,nl NED,"MF,DF",Atalanta,33,1991,36,34,3058,4,4,8,4,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1307,Martin Erlic,hr CRO,DF,Bologna,26,1998,8,5,334,0,0,0,0,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1308,Martin Frese,dk DEN,DF,Hellas Verona,26,1998,11,5,549,0,0,0,0,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
1309,Martin Payero,ar ARG,MF,Udinese,25,1998,25,16,1381,1,1,2,1,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1310,Mateo Pellegrino,ar ARG,FW,Parma,23,2001,13,8,737,3,1,4,3,0,0,"EUR 10,769 (PS 9,088, $12,200)","EUR 560,000 (PS 472,593, $634,411)"
1311,Mateo Retegui,it ITA,FW,Atalanta,25,1999,36,32,2383,25,8,33,21,4,5,"EUR 54,231 (PS 45,775, $55,903)","EUR 2,820,000 (PS 2,380,295, $2,906,941)"
1312,Mateusz Kowalski,pl POL,MF,Parma,19,2005,1,1,56,0,0,0,0,0,0,"EUR 2,115 (PS 1,786, $2,181)","EUR 110,000 (PS 92,848, $113,391)"
1313,Mateusz Wieteska,pl POL,DF,Cagliari,27,1997,5,1,184,0,0,0,0,0,0,"EUR 12,308 (PS 10,389, $12,687)","EUR 640,000 (PS 540,209, $659,731)"
1314,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,18,2006,7,0,89,1,0,1,1,0,0,"EUR 6,346 (PS 5,357, $6,542)","EUR 330,000 (PS 278,545, $340,174)"
1315,Mathias Olivera,uy URU,DF,Napoli,26,1997,32,26,2370,0,2,2,0,0,0,"EUR 36,923 (PS 31,166, $38,061)","EUR 1,920,000 (PS 1,620,627, $1,979,194)"
1316,Matias Moreno,ar ARG,DF,Fiorentina,20,2003,4,2,144,0,0,0,0,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1317,Mats Hummels,de GER,DF,Roma,35,1988,14,11,915,0,0,0,0,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1318,Matteo Cancellieri,it ITA,"FW,MF",Parma,22,2002,27,19,1424,3,0,3,3,0,0,"EUR 28,462 (PS 24,024, $29,339)","EUR 1,480,000 (PS 1,249,233, $1,525,629)"
1319,Matteo Darmian,it ITA,DF,Inter,34,1989,29,20,1781,3,2,5,3,0,0,"EUR 61,731 (PS 52,105, $63,634)","EUR 3,210,000 (PS 2,709,485, $3,308,965)"
1320,Matteo Gabbia,it ITA,DF,Milan,24,1999,26,24,2152,2,0,2,2,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
1321,Matteo Palma,de GER,DF,Udinese,16,2008,1,0,5,0,0,0,0,0,0,"EUR 3,654 (PS 3,084, $3,767)","EUR 190,000 (PS 160,375, $195,858)"
1322,Matteo Pessina,it ITA,MF,Monza,27,1997,11,10,854,0,0,0,0,0,0,"EUR 28,462 (PS 24,024, $29,339)","EUR 1,480,000 (PS 1,249,233, $1,525,629)"
1323,Matteo Politano,it ITA,"FW,MF",Napoli,30,1993,37,34,2804,3,4,7,3,0,0,"EUR 114,038 (PS 96,257, $117,554)","EUR 5,930,000 (PS 5,005,373, $6,112,822)"
1324,Matteo Prati,it ITA,MF,Cagliari,20,2003,12,8,570,0,0,0,0,0,0,"EUR 8,462 (PS 7,142, $8,722)","EUR 440,000 (PS 371,394, $453,565)"
1325,Matteo Ruggeri,it ITA,DF,Atalanta,22,2002,30,19,1751,0,3,3,0,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1326,Matthias Braunoder,at AUT,MF,Como,22,2002,8,3,268,0,0,0,0,0,0,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
1327,Mattia Bani,it ITA,DF,Genoa,30,1993,20,19,1507,0,0,0,0,0,0,"EUR 25,000 (PS 21,102, $25,771)","EUR 1,300,000 (PS 1,097,299, $1,340,079)"
1328,Mattia De Sciglio,it ITA,DF,Empoli,31,1992,16,7,769,1,0,1,1,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1329,Mattia Felici,it ITA,"MF,FW",Cagliari,23,2001,20,9,925,0,3,3,0,0,0,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
1330,Mattia Perin,it ITA,GK,Juventus,31,1992,5,5,450,0,0,0,0,0,0,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1331,Mattia Valoti,it ITA,MF,Monza,30,1993,5,0,40,0,0,0,0,0,0,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
1332,Mattia Viti,it ITA,DF,Empoli,22,2002,30,30,2572,1,0,1,1,0,0,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
1333,Mattia Zaccagni,it ITA,FW,Lazio,29,1995,34,33,2686,8,6,14,6,2,2,"EUR 106,923 (PS 90,251, $110,220)","EUR 5,560,000 (PS 4,693,064, $5,731,415)"
1334,Matteo Guendouzi,fr FRA,MF,Lazio,25,1999,37,37,3270,1,3,4,1,0,0,"EUR 61,731 (PS 52,105, $63,634)","EUR 3,210,000 (PS 2,709,485, $3,308,965)"
1335,Matias Soule,ar ARG,"MF,DF",Roma,21,2003,27,22,1781,5,5,10,5,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1336,Matias Vecino,uy URU,MF,Lazio,32,1991,20,7,877,2,3,5,2,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
1337,Maxence Caqueret,fr FRA,MF,Como,24,2000,18,15,1087,2,3,5,2,0,0,"EUR 128,269 (PS 108,248, $145,313)","EUR 6,670,000 (PS 5,628,919, $7,556,294)"
1339,Medon Berisha,al ALB,MF,Lecce,20,2003,17,7,716,0,1,1,0,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1340,Mehdi Taremi,ir IRN,FW,Inter,32,1992,26,7,816,1,2,3,0,1,1,"EUR 106,923 (PS 90,251, $110,220)","EUR 5,560,000 (PS 4,693,064, $5,731,415)"
1342,Michael Svoboda,at AUT,DF,Venezia,25,1998,16,15,1314,1,0,1,1,0,0,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
1343,Michel Aebischer,ch SUI,MF,Bologna,27,1997,14,9,724,0,0,0,0,0,0,"EUR 19,808 (PS 16,719, $20,418)","EUR 1,030,000 (PS 869,399, $1,061,755)"
1344,Michel Ndary Adopo,fr FRA,MF,Cagliari,24,2000,35,27,2409,1,1,2,1,0,0,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
1345,Michele Di Gregorio,it ITA,GK,Juventus,27,1997,33,33,2970,0,0,0,0,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1346,Mikael Ellertsson,is ISL,"DF,MF",Venezia,22,2002,36,29,2470,2,2,4,2,0,0,"EUR 15,962 (PS 13,473, $16,454)","EUR 830,000 (PS 700,583, $855,589)"
1347,Mike Maignan,fr FRA,GK,Milan,29,1995,37,37,3294,0,0,0,0,0,0,"EUR 69,038 (PS 58,274, $71,167)","EUR 3,590,000 (PS 3,030,234, $3,700,680)"
1348,Milan Badelj,hr CRO,MF,Genoa,35,1989,23,21,1472,1,0,1,1,0,0,"EUR 34,423 (PS 29,056, $35,484)","EUR 1,790,000 (PS 1,510,897, $1,845,186)"
1349,Mile Svilar,rs SRB,GK,Roma,24,1999,38,38,3420,0,0,0,0,0,0,"EUR 24,615 (PS 20,777, $25,374)","EUR 1,280,000 (PS 1,080,418, $1,319,463)"
1350,Mohamed Kaba,fr FRA,MF,Lecce,22,2001,15,2,452,0,0,0,0,0,0,"EUR 6,154 (PS 5,194, $6,344)","EUR 320,000 (PS 270,104, $329,866)"
1351,Moise Kean,it ITA,FW,Fiorentina,24,2000,32,31,2704,19,3,22,18,1,2,"EUR 54,231 (PS 45,775, $55,903)","EUR 2,820,000 (PS 2,380,295, $2,906,941)"
1352,Morten Frendrup,dk DEN,MF,Genoa,23,2001,35,35,3103,2,0,2,2,0,0,"EUR 19,808 (PS 16,719, $20,418)","EUR 1,030,000 (PS 869,399, $1,061,755)"
1353,Morten Thorsby,no NOR,"MF,FW",Genoa,28,1996,30,22,1898,0,1,1,0,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
1354,Maximo Perrone,ar ARG,MF,Como,21,2003,26,20,1857,0,3,3,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1355,Nadir Zortea,it ITA,"DF,MF",Cagliari,25,1999,35,33,2713,6,2,8,6,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1356,Nahuel Estevez,ar ARG,MF,Parma,28,1995,14,7,657,0,0,0,0,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1357,Niccolo Pisilli,it ITA,MF,Roma,19,2004,28,11,1227,2,1,3,2,0,0,"EUR 3,269 (PS 2,759, $3,370)","EUR 170,000 (PS 143,493, $175,241)"
1358,Nicola Leali,it ITA,GK,Genoa,31,1993,29,29,2610,0,0,0,0,0,0,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
1359,Nicola Sansone,it ITA,"MF,FW",Lecce,32,1991,5,0,65,0,0,0,0,0,0,"EUR 19,231 (PS 16,232, $19,824)","EUR 1,000,000 (PS 844,076, $1,030,830)"
1360,Nicolas Haas,ch SUI,MF,Empoli,28,1996,10,2,287,0,0,0,0,0,0,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
1361,Nicolas Viola,it ITA,"FW,MF",Cagliari,34,1989,27,18,1267,3,1,4,3,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1363,Nicolas Valentini,ar ARG,DF,Hellas Verona,23,2001,14,13,1129,0,0,0,0,0,0,"EUR 35,577 (PS 30,024, $40,304)","EUR 1,850,000 (PS 1,561,244, $2,095,824)"
1364,Nicolo Barella,it ITA,MF,Inter,27,1997,33,29,2493,3,6,9,3,0,0,"EUR 231,538 (PS 195,436, $238,677)","EUR 12,040,000 (PS 10,162,679, $12,411,194)"
1365,Nicolo Cambiaghi,it ITA,FW,Bologna,23,2000,18,4,620,1,3,4,1,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1366,Nicolo Rovella,it ITA,MF,Lazio,22,2001,33,31,2718,0,3,3,0,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1367,Nicolo Savona,it ITA,DF,Juventus,21,2003,28,19,1724,2,1,3,2,0,0,"EUR 7,115 (PS 6,006, $7,335)","EUR 370,000 (PS 312,308, $381,407)"
1368,Nikola Krstovic,me MNE,FW,Lecce,24,2000,37,37,3057,11,5,16,9,2,3,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
1369,Nikola Moro,hr CRO,MF,Bologna,26,1998,22,15,1208,0,2,2,0,0,0,"EUR 23,846 (PS 20,128, $24,581)","EUR 1,240,000 (PS 1,046,655, $1,278,229)"
1370,Nikola Vlasic,hr CRO,"MF,FW",Torino,26,1997,30,23,2117,5,4,9,3,2,2,"EUR 49,231 (PS 41,555, $50,749)","EUR 2,560,000 (PS 2,160,835, $2,638,925)"
1371,Nuno Tavares,pt POR,DF,Lazio,24,2000,23,22,1686,0,8,8,0,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1372,Obite N'Dicka,ci CIV,DF,Roma,24,1999,38,38,3420,0,1,1,0,0,0,"EUR 98,654 (PS 83,271, $101,695)","EUR 5,130,000 (PS 4,330,112, $5,288,158)"
1373,Odilon Kossounou,ci CIV,DF,Atalanta,23,2001,18,12,1125,0,0,0,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1374,Oier Zarraga,es ESP,MF,Udinese,25,1999,22,9,896,1,0,1,1,0,0,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
1375,Ola Solbakken,no NOR,"MF,FW",Empoli,25,1998,21,8,760,0,0,0,0,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1376,Omari Forson,eng ENG,"MF,FW",Monza,20,2004,9,1,223,0,0,0,0,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1377,Ondrej Duda,sk SVK,MF,Hellas Verona,29,1994,28,27,2395,1,3,4,1,0,0,"EUR 21,154 (PS 17,855, $21,806)","EUR 1,100,000 (PS 928,484, $1,133,913)"
1378,Oumar Solet,fr FRA,DF,Udinese,24,2000,19,19,1672,1,2,3,1,0,0,"EUR 25,000 (PS 21,098, $28,322)","EUR 1,300,000 (PS 1,097,091, $1,472,741)"
1379,Oussama El Azzouzi,ma MAR,MF,Bologna,23,2001,2,0,19,0,0,0,0,0,0,"EUR 11,154 (PS 9,415, $11,498)","EUR 580,000 (PS 489,564, $597,881)"
1380,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,29,1995,20,7,702,0,0,0,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1381,Patric,es ESP,DF,Lazio,31,1993,10,5,607,1,0,1,1,0,0,"EUR 42,692 (PS 36,036, $44,009)","EUR 2,220,000 (PS 1,873,849, $2,288,443)"
1382,Patrick Ciurria,it ITA,"MF,DF",Monza,29,1995,21,12,1111,1,1,2,1,0,0,"EUR 28,462 (PS 24,024, $29,339)","EUR 1,480,000 (PS 1,249,233, $1,525,629)"
1383,Patrick Cutrone,it ITA,FW,Como,26,1998,33,23,2047,7,4,11,7,0,1,"EUR 12,308 (PS 10,389, $12,687)","EUR 640,000 (PS 540,209, $659,731)"
1385,Patrizio Masini,it ITA,MF,Genoa,23,2001,26,16,1538,1,0,1,1,0,0,"EUR 3,269 (PS 2,759, $3,370)","EUR 170,000 (PS 143,493, $175,241)"
1386,Paulo Azzi,br BRA,DF,Cagliari,30,1994,6,5,426,0,0,0,0,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1387,Paulo Dybala,ar ARG,"FW,MF",Roma,30,1993,24,16,1417,6,3,9,3,3,3,"EUR 135,385 (PS 114,275, $139,559)","EUR 7,040,000 (PS 5,942,297, $7,257,044)"
1388,Pawel Dawidowicz,pl POL,"DF,MF",Hellas Verona,29,1995,26,24,1845,0,0,0,0,0,0,"EUR 7,308 (PS 6,168, $7,533)","EUR 380,000 (PS 320,749, $391,715)"
1389,Pedro,es ESP,"FW,MF",Lazio,37,1987,30,6,1102,10,1,11,8,2,2,"EUR 54,231 (PS 45,775, $55,903)","EUR 2,820,000 (PS 2,380,295, $2,906,941)"
1390,Pedro Pereira,pt POR,DF,Monza,26,1998,35,32,2665,1,3,4,1,0,0,"EUR 7,308 (PS 6,168, $7,533)","EUR 380,000 (PS 320,749, $391,715)"
1391,Pepe Reina,es ESP,GK,Como,41,1982,12,12,1034,0,0,0,0,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1393,Pierluigi Gollini,it ITA,GK,Genoa,29,1995,7,7,630,0,0,0,0,0,0,"EUR 28,462 (PS 24,024, $29,339)","EUR 1,480,000 (PS 1,249,233, $1,525,629)"
1394,Pietro Comuzzo,it ITA,DF,Fiorentina,19,2005,33,24,2200,1,0,1,1,0,0,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1395,Pietro Pellegri,it ITA,FW,Empoli,23,2001,11,5,414,3,0,3,3,0,0,"EUR 24,615 (PS 20,777, $25,374)","EUR 1,280,000 (PS 1,080,418, $1,319,463)"
1396,Pietro Terracciano,it ITA,GK,Fiorentina,34,1990,3,3,270,0,0,0,0,0,0,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
1397,Piotr Zielinski,pl POL,MF,Inter,30,1994,26,8,980,2,2,4,0,2,2,"EUR 160,192 (PS 135,215, $165,131)","EUR 8,330,000 (PS 7,031,156, $8,586,815)"
1398,Pontus Almqvist,se SWE,"FW,MF",Parma,25,1999,29,10,1112,1,1,2,1,0,0,"EUR 21,346 (PS 18,018, $22,004)","EUR 1,110,000 (PS 936,925, $1,144,221)"
1399,Rafa Marin,es ESP,DF,Napoli,22,2002,4,1,142,0,0,0,0,0,0,"EUR 42,692 (PS 36,036, $44,009)","EUR 2,220,000 (PS 1,873,849, $2,288,443)"
1400,Rafael Leao,pt POR,FW,Milan,25,1999,34,25,2323,8,8,16,8,0,0,"EUR 123,269 (PS 104,049, $127,070)","EUR 6,410,000 (PS 5,410,529, $6,607,621)"
1401,Rafael Toloi,it ITA,DF,Atalanta,33,1990,11,2,468,0,0,0,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1402,Randal Kolo Muani,fr FRA,FW,Juventus,25,1998,16,13,1160,8,1,9,7,1,1,"EUR 89,038 (PS 75,141, $100,870)","EUR 4,630,000 (PS 3,907,330, $5,245,223)"
1403,Raoul Bellanova,it ITA,DF,Atalanta,24,2000,35,28,2489,0,9,9,0,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
1404,Razvan Sava,ro ROU,GK,Udinese,22,2002,12,12,1080,0,0,0,0,0,0,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
1405,Remi Oudin,fr FRA,"MF,FW",Lecce,27,1996,11,3,299,0,0,0,0,0,0,"EUR 12,308 (PS 10,389, $12,687)","EUR 640,000 (PS 540,209, $659,731)"
1406,Remo Freuler,ch SUI,MF,Bologna,32,1992,37,37,3204,1,2,3,1,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1408,Riccardo Orsolini,it ITA,FW,Bologna,27,1997,30,23,1878,15,4,19,12,3,3,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1409,Richie Sagrado,be BEL,DF,Venezia,20,2004,3,3,140,0,0,0,0,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1410,Ridgeciano Haps,sr SUR,DF,Venezia,31,1993,25,14,1369,1,1,2,1,0,0,"EUR 61,731 (PS 52,105, $63,634)","EUR 3,210,000 (PS 2,709,485, $3,308,965)"
1411,Roberto Gagliardini,it ITA,"MF,DF",Monza,30,1994,8,0,180,0,0,0,0,0,0,"EUR 53,462 (PS 45,126, $55,110)","EUR 2,780,000 (PS 2,346,532, $2,865,708)"
1412,Roberto Piccoli,it ITA,FW,Cagliari,23,2001,37,37,3127,10,1,11,9,1,1,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1413,Robin Gosens,de GER,DF,Fiorentina,30,1994,32,29,2521,5,5,10,5,0,0,"EUR 71,154 (PS 60,059, $73,348)","EUR 3,700,000 (PS 3,123,082, $3,814,071)"
1414,Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,29,22,1931,4,3,7,3,1,1,"EUR 56,923 (PS 48,047, $58,678)","EUR 2,960,000 (PS 2,498,466, $3,051,257)"
1415,Romelu Lukaku,be BEL,FW,Napoli,31,1993,36,35,2843,14,10,24,11,3,4,"EUR 147,885 (PS 124,826, $152,444)","EUR 7,690,000 (PS 6,490,947, $7,927,083)"
1416,Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,19,10,1037,0,0,0,0,0,0,"EUR 98,654 (PS 83,271, $101,695)","EUR 5,130,000 (PS 4,330,112, $5,288,158)"
1417,Rui Modesto,ao ANG,"DF,MF",Udinese,24,1999,20,4,608,0,1,1,0,0,0,"EUR 14,231 (PS 12,012, $14,670)","EUR 740,000 (PS 624,616, $762,814)"
1418,Rui Patricio,pt POR,GK,Atalanta,36,1988,3,3,270,0,0,0,0,0,0,"EUR 36,923 (PS 31,166, $38,061)","EUR 1,920,000 (PS 1,620,627, $1,979,194)"
1419,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,31,1993,9,4,383,0,2,2,0,0,0,"EUR 24,615 (PS 20,777, $25,374)","EUR 1,280,000 (PS 1,080,418, $1,319,463)"
1420,Razvan Marin,ro ROU,MF,Cagliari,28,1996,33,13,1406,3,2,5,1,2,2,"EUR 24,615 (PS 20,777, $25,374)","EUR 1,280,000 (PS 1,080,418, $1,319,463)"
1421,Saad El Haddad,ma MAR,MF,Venezia,19,2005,3,0,30,0,0,0,0,0,0,"EUR 2,885 (PS 2,435, $2,974)","EUR 150,000 (PS 126,611, $154,625)"
1422,Saba Goglichidze,ge GEO,DF,Empoli,20,2004,33,29,2539,0,1,1,0,0,0,"EUR 2,885 (PS 2,435, $2,974)","EUR 150,000 (PS 126,611, $154,625)"
1423,Sam Beukema,nl NED,DF,Bologna,25,1998,35,33,3012,0,1,1,0,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1424,Samuel Chukwueze,ng NGA,"FW,MF",Milan,25,1999,26,9,925,3,2,5,3,0,0,"EUR 98,654 (PS 83,271, $101,695)","EUR 5,130,000 (PS 4,330,112, $5,288,158)"
1425,Samuel Dahl,se SWE,"DF,MF",Roma,24,2000,2,0,43,0,0,0,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1426,Samuel Gigot,fr FRA,DF,Lazio,30,1993,15,7,683,2,0,2,2,0,0,"EUR 78,269 (PS 66,065, $80,682)","EUR 4,070,000 (PS 3,435,391, $4,195,479)"
1427,Samuel Iling-Junior,eng ENG,"FW,MF",Bologna,20,2003,7,0,118,1,0,1,1,0,0,"EUR 12,308 (PS 10,389, $12,687)","EUR 640,000 (PS 540,209, $659,731)"
1428,Samuel Mbangula,be BEL,FW,Juventus,20,2004,23,7,709,3,3,6,3,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1429,Samuele Birindelli,it ITA,"DF,MF",Monza,25,1999,21,18,1468,3,0,3,3,0,0,"EUR 15,962 (PS 13,473, $16,454)","EUR 830,000 (PS 700,583, $855,589)"
1430,Samuele Ricci,it ITA,MF,Torino,22,2001,34,34,2825,1,1,2,1,0,0,"EUR 64,038 (PS 54,053, $66,013)","EUR 3,330,000 (PS 2,810,774, $3,432,664)"
1431,Samuele Vignato,it ITA,MF,Monza,20,2004,17,3,470,0,0,0,0,0,0,"EUR 3,269 (PS 2,759, $3,370)","EUR 170,000 (PS 143,493, $175,241)"
1432,Sandi Lovric,si SVN,MF,Udinese,26,1998,36,31,2308,2,3,5,2,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
1433,Santiago Castro,ar ARG,FW,Bologna,19,2004,36,27,2294,8,4,12,8,0,1,"EUR 17,885 (PS 15,096, $18,436)","EUR 930,000 (PS 784,991, $958,672)"
1434,Santiago Gimenez,mx MEX,FW,Milan,23,2001,14,7,669,5,2,7,5,0,1,"EUR 89,038 (PS 75,141, $100,870)","EUR 4,630,000 (PS 3,907,330, $5,245,223)"
1435,Santiago Pierotti,ar ARG,FW,Lecce,23,2001,36,22,1937,4,2,6,4,0,0,"EUR 10,769 (PS 9,090, $11,101)","EUR 560,000 (PS 472,683, $577,265)"
1436,Saud Abdulhamid,sa KSA,DF,Roma,25,1999,4,2,205,0,1,1,0,0,0,"EUR 35,577 (PS 30,030, $36,674)","EUR 1,850,000 (PS 1,561,541, $1,907,036)"
1437,Saul Coco,gq EQG,DF,Torino,25,1999,32,32,2845,2,0,2,2,0,0,"EUR 32,115 (PS 27,108, $33,106)","EUR 1,670,000 (PS 1,409,607, $1,721,486)"
1438,Scott McTominay,sct SCO,MF,Napoli,27,1996,34,33,2938,12,4,16,12,0,0,"EUR 106,923 (PS 90,251, $110,220)","EUR 5,560,000 (PS 4,693,064, $5,731,415)"
1439,Sead Kolasinac,ba BIH,DF,Atalanta,31,1993,23,23,1903,0,2,2,0,0,0,"EUR 49,231 (PS 41,555, $50,749)","EUR 2,560,000 (PS 2,160,835, $2,638,925)"
1440,Sebastian Otoa,dk DEN,DF,Genoa,20,2004,3,3,179,0,0,0,0,0,0,"EUR 5,385 (PS 4,544, $6,100)","EUR 280,000 (PS 236,296, $317,206)"
